Location,Zip Code,Gender,Language,Product Name,Payment Method,Clickstream Data,Search Query,Bounce Rate,Survey Response,Device Type,Browser Type,Operating System,COGS,Revenue Trend,Expense Breakdown,Region-wise Revenue Contribution,Customer ID,Transaction Date,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Awareness Stage,Consideration Stage,Intent Stage,Return Requests,Out of Stock Occurrences,Defective Complaints,Churn Reason,Product Price,Chargebacks,Number of Chargebacks,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_Location_City,Store_Location_Country,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,In_Store_Advertising_Effectiveness,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag
NewYork,70306,Male,Chinese,Dairy Milk,UPI,Home > Chocolate > Dairy Milk,Dairy Milk,0.0,Positive,Tablet,Firefox,Windows,336.0,528.0,0.208333333333333,96.0,5160,2021-03-01,Trident,389.7777102337554,701.9398054845037,92.63605400188212,2,8,2,4,3,2,Service,475.0,0,0,00:04:00,00:03:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,87473,Male,Spanish,Mirinda,PayPal,Home > Beverages > Mirinda,Mirinda,0.0,Negative,Mobile,Edge,Windows,20.1970588235294,31.7382352941176,3.46585117227318,5.77058823529411,8106,2021-08-01,Halls,487.6031610780972,956.468569383998,98.2242829599388,1,2,1,4,1,0,Quality,478.0,0,0,00:04:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,21025,Female,English,Clorets,PayPal,Home > Candy > Clorets,Clorets,0.0,Negative,Mobile,Chrome,iOS,26.46,41.58,2.64550264550264,7.56,4171,2022-12-01,Halls,288.6998996632273,169.3310548849702,18.55750866476184,6,9,7,5,2,0,Price,93.0,0,0,00:07:00,00:03:00,00:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,37027,Male,Spanish,Dentyne,Credit Card,Home > Gum > Dentyne,Dentyne,1.0,Positive,Tablet,Safari,iOS,2.23404255319148,3.51063829787233,31.3333333333334,0.638297872340424,2567,2022-03-01,Sour Patch,124.6702677180268,399.1712778850908,49.90993289533784,4,5,6,6,2,1,Price,140.0,0,0,00:06:00,00:03:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,53160,Female,English,BelVita,Credit Card,Home > Biscuits > BelVita,BelVita,0.0,Negative,Desktop,Safari,Android,14.4375,22.6875,4.84848484848484,4.125,2151,2023-07-01,Clorets,472.0680296470363,525.0265255161103,48.94203618783958,1,6,4,6,3,0,No Need,466.0,0,0,00:06:00,00:00:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,62351,Male,Hindi,Dentyne,UPI,Home > Gum > Dentyne,Dentyne,0.0,Neutral,Mobile,Firefox,Windows,6.6156862745098,10.3960784313725,10.5809128630705,1.89019607843137,8619,2021-09-01,Stride,491.1054770339518,309.0620587322108,44.54304109392049,7,7,9,0,2,1,Service,365.0,0,0,00:07:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,58534,Male,Spanish,Dentyne,PayPal,Home > Gum > Dentyne,Snacks,0.0,Positive,Tablet,Safari,iOS,434.933333333333,683.466666666666,0.160944206008583,124.266666666666,7033,2021-02-01,Halls,465.5812584563756,766.80211673614,26.06418184081021,9,9,1,1,0,2,Service,142.0,0,0,00:06:00,00:03:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,78896,Other,Chinese,Halls,Credit Card,Home > Candy > Halls,Halls,1.0,Positive,Tablet,Chrome,MacOS,8.575,13.475,8.16326530612245,2.45,9560,2021-08-01,Trident,442.2452803271545,719.7605589258189,84.89791144378228,5,7,7,8,0,2,Quality,388.0,0,0,00:03:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,33056,Other,English,Oreo,Credit Card,Home > Biscuits > Oreo,Snacks,0.0,Neutral,Tablet,Safari,Windows,51.2473684210526,80.5315789473684,1.36592379583033,14.6421052631578,5946,2021-07-01,Mirinda,84.90834706291463,205.9994062295823,70.57708585081443,7,4,5,9,0,1,Service,132.0,0,0,00:04:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,41383,Female,French,Tang,PayPal,Home > Beverages > Tang,Snacks,1.0,Negative,Tablet,Chrome,iOS,54.9111111111111,86.2888888888888,1.27478753541076,15.6888888888888,9234,2022-04-01,Bournville,434.6929020986494,612.5161668889488,64.53913767920521,4,5,5,1,2,2,Price,382.0,0,0,00:07:00,00:00:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,97249,Other,Spanish,Dentyne,UPI,Home > Gum > Dentyne,Dentyne,1.0,Negative,Tablet,Chrome,iOS,9.65348837209302,15.1697674418604,7.25126475548061,2.75813953488372,2907,2023-11-01,Dentyne,478.9521045530097,431.985679032068,50.21677906852715,4,3,6,5,0,0,Service,331.0,0,0,00:04:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,63023,Male,French,Tang,Cash on Delivery,Home > Beverages > Tang,Tang,0.0,Positive,Desktop,Safari,Windows,23.3264705882352,36.6558823529411,3.00088261253309,6.66470588235294,4490,2023-06-01,Halls,298.5415150293066,305.5437715365355,44.96698003112519,4,1,2,0,3,2,Service,70.0,0,0,00:01:00,00:01:00,00:01:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,76409,Male,French,Dairy Milk,Cash on Delivery,Home > Chocolate > Dairy Milk,Dairy Milk,0.0,Neutral,Mobile,Edge,MacOS,9.9076923076923,15.5692307692307,7.06521739130434,2.83076923076923,3535,2021-10-01,Bournville,397.6645162840991,863.4642851234115,80.78160207820214,5,3,3,2,2,0,Other,277.0,0,0,00:03:00,00:00:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,48889,Other,English,Schweppes,UPI,Home > Beverages > Schweppes,Snacks,0.0,Negative,Mobile,Edge,iOS,24.5,38.5,2.85714285714285,7.0,5173,2022-06-01,Dentyne,347.4030382886494,149.2066050365751,57.41515835088914,8,1,9,1,4,1,Price,425.0,0,0,00:05:00,00:01:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,45679,Female,Spanish,Stride,UPI,Home > Gum > Stride,Stride,0.0,Positive,Desktop,Safari,Android,32.3944444444444,50.9055555555555,2.16086434573829,9.25555555555555,2293,2021-05-01,Schweppes,179.6261554169038,520.6512507234311,64.6886747164732,4,5,4,2,2,1,Service,179.0,0,0,00:03:00,00:02:00,00:06:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,22678,Female,French,Oreo,Cash on Delivery,Home > Biscuits > Oreo,Snacks,1.0,Positive,Tablet,Edge,Android,7.5551724137931,11.8724137931034,9.26517571884984,2.15862068965517,5769,2023-05-01,Bournville,314.3839142144984,527.7804062193218,19.00028938794588,7,7,6,4,3,2,Service,224.0,0,0,00:07:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,12228,Other,Hindi,Clorets,PayPal,Home > Candy > Clorets,Clorets,1.0,Positive,Desktop,Chrome,Windows,6.40652173913042,10.0673913043478,10.9263657957244,1.83043478260869,5796,2023-10-01,Mirinda,450.2180532954681,613.1101576217648,52.43351718107073,9,9,3,9,4,2,No Need,157.0,0,0,00:05:00,00:00:00,00:05:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,89891,Male,Hindi,Sour Patch,UPI,Home > Candy > Sour Patch,Sour Patch,0.0,Negative,Desktop,Edge,iOS,31.5823529411764,49.6294117647058,2.21642764015645,9.0235294117647,7871,2022-11-01,Stride,273.3733762515911,277.8347768446133,21.72835146193237,6,4,3,5,2,0,Service,463.0,0,0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,21402,Female,Hindi,Clorets,UPI,Home > Candy > Clorets,Clorets,0.0,Positive,Mobile,Chrome,iOS,22.3758620689655,35.1620689655172,3.12837108953613,6.39310344827586,3972,2021-05-01,Bournville,315.5654042764496,884.0809681702406,14.84503294141089,4,1,9,8,0,0,Service,332.0,0,0,00:07:00,00:01:00,00:08:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,30302,Male,French,Bournville,Cash on Delivery,Home > Chocolate > Bournville,Bournville,1.0,Neutral,Tablet,Firefox,MacOS,29.05,45.65,2.40963855421686,8.3,4922,2023-06-01,Clorets,289.1586762381974,968.7723973275564,72.03655160699894,5,7,9,9,1,2,Other,120.0,0,0,00:02:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,95739,Other,French,Dairy Milk,PayPal,Home > Chocolate > Dairy Milk,Dairy Milk,0.0,Neutral,Mobile,Safari,Windows,49.2333333333333,77.3666666666666,1.42180094786729,14.0666666666666,5997,2021-06-01,TUC,177.0821947869025,594.0594028043895,34.73323594623972,8,3,3,3,1,2,Price,453.0,0,0,00:04:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,39753,Other,Hindi,TUC,PayPal,Home > Biscuits > TUC,Snacks,1.0,Positive,Tablet,Edge,MacOS,21.784,34.232,3.21336760925449,6.224,8032,2021-04-01, Star,339.648398806406,330.5128251723806,96.8548240448184,4,1,3,6,0,1,Quality,99.0,0,0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,46022,Other,Hindi,Sour Patch,PayPal,Home > Candy > Sour Patch,Sour Patch,1.0,Negative,Mobile,Chrome,MacOS,25.8125,40.5625,2.71186440677966,7.375,1992,2023-05-01,Halls,279.2615164041215,889.1437905487744,64.49489533770989,4,4,6,5,1,1,Price,144.0,0,0,00:04:00,00:01:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,87183,Other,Spanish,Tang,Cash on Delivery,Home > Beverages > Tang,Tang,0.0,Positive,Tablet,Edge,iOS,262.15,411.95,0.267022696929238,74.9,9112,2022-11-01,Stride,154.6456976495377,989.3556093054522,68.06458283876388,7,9,1,1,1,1,No Need,328.0,0,0,00:06:00,00:00:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,30956,Female,Spanish,Sour Patch,PayPal,Home > Candy > Sour Patch,Sour Patch,0.0,Neutral,Desktop,Edge,iOS,6.31372549019607,9.92156862745097,11.0869565217391,1.80392156862745,6287,2021-06-01,Oreo,452.9201685438435,767.6915335724595,27.7140605431,6,6,5,9,0,2,Price,446.0,0,0,00:02:00,00:01:00,00:05:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,89261,Female,French,Clorets,Cash on Delivery,Home > Candy > Clorets,Clorets,0.0,Negative,Mobile,Safari,Android,104.5,164.214285714285,0.669856459330143,29.8571428571428,3240,2023-08-01,TUC,477.5206072711809,400.334026203772,21.59945979495848,1,6,9,7,0,2,Service,386.0,0,0,00:02:00,00:00:00,00:03:00,Yes,Inventory issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,89473,Other,Spanish,Stride,UPI,Home > Gum > Stride,Snacks,1.0,Neutral,Mobile,Firefox,MacOS,64.05,100.65,1.09289617486338,18.3,2476,2022-06-01,Oreo,74.91769487679898,312.4182638552493,57.28676483047018,9,7,9,6,2,2,No Need,181.0,0,0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,99262,Male,English,Halls,PayPal,Home > Candy > Halls,Snacks,0.0,Negative,Desktop,Firefox,iOS,37.5344827586206,58.9827586206896,1.86495176848874,10.7241379310344,7426,2022-03-01,Oreo,330.056940560276,240.9571296726036,93.3004991090348,5,1,8,6,2,1,Price,447.0,0,0,00:02:00,00:00:00,00:02:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,37770,Male,Hindi,Halls,UPI,Home > Candy > Halls,Snacks,1.0,Negative,Desktop,Edge,Android,90.0666666666666,141.533333333333,0.77720207253886,25.7333333333333,1389,2023-08-01,Tang,236.770560610338,311.4451409545871,15.01706030572064,2,5,6,7,0,2,No Need,325.0,0,0,00:05:00,00:03:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,88344,Male,English,Schweppes,PayPal,Home > Beverages > Schweppes,Schweppes,0.0,Neutral,Tablet,Safari,Android,64.505,101.365,1.0851871947911,18.43,1999,2021-09-01,Stride,286.6794396312309,304.6147955468045,55.73545412939157,5,4,9,0,3,0,Quality,429.0,0,0,00:02:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,67510,Male,French,Trident,UPI,Home > Gum > Trident,Trident,1.0,Positive,Mobile,Edge,MacOS,295.866666666666,464.933333333333,0.236593059936908,84.5333333333333,2855,2021-10-01,Stride,218.2233765987404,970.67698079386,27.88396298284245,8,4,3,0,1,2,Price,62.0,0,0,00:04:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,48272,Female,French,BelVita,Credit Card,Home > Biscuits > BelVita,BelVita,1.0,Negative,Mobile,Firefox,iOS,16.0186046511627,25.1720930232558,4.36991869918699,4.57674418604651,9125,2022-08-01,Schweppes,263.4613176145782,678.9145558404213,80.37856771381708,6,7,9,7,2,2,Service,52.0,0,0,00:04:00,00:01:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,52484,Male,Chinese,Schweppes,Cash on Delivery,Home > Beverages > Schweppes,Schweppes,0.0,Positive,Desktop,Edge,Windows,23.0461538461538,36.2153846153846,3.03738317757009,6.58461538461538,9850,2021-06-01,Tang,195.5452702143435,250.2779235352585,71.375387525537,8,2,8,3,1,2,No Need,273.0,0,0,00:07:00,00:00:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,86426,Female,French,BelVita,PayPal,Home > Biscuits > BelVita,Snacks,1.0,Neutral,Mobile,Safari,Windows,7.1076923076923,11.1692307692307,9.84848484848485,2.03076923076923,3763,2021-03-01,Dentyne,102.9214750531101,539.2371334603306,18.74858512939869,5,5,1,4,4,2,Other,224.0,0,0,00:04:00,00:01:00,00:05:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,92058,Other,Chinese,Halls,Cash on Delivery,Home > Candy > Halls,Halls,0.0,Negative,Desktop,Safari,iOS,6.28571428571428,9.87755102040816,11.1363636363636,1.79591836734693,4663,2021-11-01, Star,185.9146864809561,266.1722346458981,65.47034856616385,4,7,9,7,0,2,No Need,436.0,0,0,00:07:00,00:01:00,00:07:00,Yes,Inventory issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
