Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
Sydney,Mirinda,Mirinda (4 times),PayPal,Mirinda,Negative,Mobile,Edge,Windows,170.226.124.78,EmailCampaign,-41.3441176470588,100.0,31.7382352941176,3.46585117227318,50.0,5.77058823529411,Halls,487.6031610780972,956.468569383998,98.2242829599388,Medium,2021-07-31,1,2,1,1,2024-07-24,478.0,0,00:03:00,00:01:00,00:04:00,00:04:00,00:03:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Clorets,Clorets (5 times),PayPal,Clorets,Negative,Mobile,Chrome,iOS,121.124.207.203,Instagram,-38.66,100.0,41.58,2.64550264550264,50.0,7.56,Halls,288.6998996632273,169.3310548849702,18.55750866476184,Medium,2022-11-20,6,9,7,2,2025-01-03,93.0,0,00:01:00,00:01:00,00:04:00,00:07:00,00:03:00,00:09:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Dentyne,Dentyne (8 times),Credit Card,Dentyne,Positive,Tablet,Safari,iOS,68.106.14.236,Instagram,-49.0425531914893,100.0,3.51063829787233,31.3333333333334,50.0,0.638297872340424,Sour Patch,124.6702677180268,399.1712778850908,49.90993289533784,Medium,2022-02-13,4,5,6,2,2024-10-17,140.0,0,00:03:00,00:02:00,00:01:00,00:06:00,00:03:00,00:06:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,BelVita,BelVita (8 times),Credit Card,BelVita,Negative,Desktop,Safari,Android,56.197.208.184,Facebook,-43.8125,100.0,22.6875,4.84848484848484,50.0,4.125,Clorets,472.0680296470363,525.0265255161103,48.94203618783958,Low,2023-06-07,1,6,4,3,2024-06-26,466.0,0,00:01:00,00:01:00,00:05:00,00:06:00,00:00:00,00:07:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Dentyne,Dentyne (6 times),UPI,Dentyne,Neutral,Mobile,Firefox,Windows,54.177.152.188,Google,-47.1647058823529,100.0,10.3960784313725,10.5809128630705,50.0,1.89019607843137,Stride,491.1054770339518,309.0620587322108,44.54304109392049,High,2021-08-12,7,7,9,2,2025-02-13,365.0,0,00:05:00,00:01:00,00:01:00,00:07:00,00:02:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Mumbai,Dentyne,Dentyne (3 times),PayPal,Snacks,Positive,Tablet,Safari,iOS,189.227.64.226,Google,136.4,100.0,683.466666666666,0.160944206008583,50.0,124.266666666666,Halls,465.5812584563756,766.80211673614,26.06418184081021,High,2021-01-25,9,9,1,0,2024-05-24,142.0,0,00:01:00,00:01:00,00:01:00,00:06:00,00:03:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Halls,Halls (7 times),Credit Card,Halls,Positive,Tablet,Chrome,MacOS,24.92.215.59,Facebook,-46.325,100.0,13.475,8.16326530612245,50.0,2.45,Trident,442.2452803271545,719.7605589258189,84.89791144378228,Low,2021-07-08,5,7,7,0,2025-01-14,388.0,0,00:02:00,00:01:00,00:03:00,00:03:00,00:02:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Mumbai,Oreo,Oreo (1 times),Credit Card,Snacks,Neutral,Tablet,Safari,Windows,217.135.180.39,Instagram,-28.0368421052631,100.0,80.5315789473684,1.36592379583033,50.0,14.6421052631578,Mirinda,84.90834706291463,205.9994062295823,70.57708585081443,Low,2021-06-28,7,4,5,0,2024-07-24,132.0,0,00:04:00,00:02:00,00:01:00,00:04:00,00:02:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Tang,Tang (1 times),PayPal,Snacks,Negative,Tablet,Chrome,iOS,106.87.72.23,Facebook,-26.4666666666666,100.0,86.2888888888888,1.27478753541076,50.0,15.6888888888888,Bournville,434.6929020986494,612.5161668889488,64.53913767920521,High,2022-03-18,4,5,5,2,2024-09-08,382.0,0,00:05:00,00:01:00,00:02:00,00:07:00,00:00:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Dentyne,Dentyne (8 times),UPI,Dentyne,Negative,Tablet,Chrome,iOS,55.139.138.26,Instagram,-45.8627906976744,100.0,15.1697674418604,7.25126475548061,50.0,2.75813953488372,Dentyne,478.9521045530097,431.985679032068,50.21677906852715,High,2023-10-28,4,3,6,0,2024-10-18,331.0,0,00:04:00,00:01:00,00:04:00,00:04:00,00:03:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Tang,Tang (4 times),Cash on Delivery,Tang,Positive,Desktop,Safari,Windows,113.7.65.63,Facebook,-40.0029411764705,100.0,36.6558823529411,3.00088261253309,50.0,6.66470588235294,Halls,298.5415150293066,305.5437715365355,44.96698003112519,Low,2023-05-23,4,1,2,3,2024-08-12,70.0,0,00:05:00,00:01:00,00:01:00,00:01:00,00:01:00,00:01:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Dairy Milk,Dairy Milk (6 times),Cash on Delivery,Dairy Milk,Neutral,Mobile,Edge,MacOS,82.170.105.50,Instagram,-45.7538461538461,100.0,15.5692307692307,7.06521739130434,50.0,2.83076923076923,Bournville,397.6645162840991,863.4642851234115,80.78160207820214,Medium,2021-09-16,5,3,3,2,2024-07-17,277.0,0,00:04:00,00:01:00,00:02:00,00:03:00,00:00:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Schweppes,Schweppes (2 times),UPI,Snacks,Negative,Mobile,Edge,iOS,253.9.155.215,Facebook,-39.5,100.0,38.5,2.85714285714285,50.0,7.0,Dentyne,347.4030382886494,149.2066050365751,57.41515835088914,Medium,2022-05-20,8,1,9,4,2024-07-21,425.0,0,00:02:00,00:02:00,00:05:00,00:05:00,00:01:00,00:07:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Stride,Stride (2 times),UPI,Stride,Positive,Desktop,Safari,Android,188.223.29.52,Google,-36.1166666666666,100.0,50.9055555555555,2.16086434573829,50.0,9.25555555555555,Schweppes,179.6261554169038,520.6512507234311,64.6886747164732,Medium,2021-04-06,4,5,4,2,2024-12-20,179.0,0,00:04:00,00:02:00,00:04:00,00:03:00,00:02:00,00:06:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Oreo,Oreo (7 times),Cash on Delivery,Snacks,Positive,Tablet,Edge,Android,217.146.136.105,Instagram,-46.7620689655172,100.0,11.8724137931034,9.26517571884984,50.0,2.15862068965517,Bournville,314.3839142144984,527.7804062193218,19.00028938794588,Low,2023-04-15,7,7,6,3,2024-09-12,224.0,0,00:01:00,00:01:00,00:05:00,00:07:00,00:02:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Clorets,Clorets (7 times),PayPal,Clorets,Positive,Desktop,Chrome,Windows,149.231.213.11,Google,-47.2543478260869,100.0,10.0673913043478,10.9263657957244,50.0,1.83043478260869,Mirinda,450.2180532954681,613.1101576217648,52.43351718107073,High,2023-09-08,9,9,3,4,2024-12-16,157.0,0,00:04:00,00:02:00,00:02:00,00:05:00,00:00:00,00:05:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Sour Patch,Sour Patch (3 times),UPI,Sour Patch,Negative,Desktop,Edge,iOS,41.45.213.138,Direct,-36.4647058823529,100.0,49.6294117647058,2.21642764015645,50.0,9.0235294117647,Stride,273.3733762515911,277.8347768446133,21.72835146193237,Low,2022-10-13,6,4,3,2,2024-05-10,463.0,0,00:05:00,00:02:00,00:05:00,00:01:00,00:00:00,00:01:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Clorets,Clorets (3 times),UPI,Clorets,Positive,Mobile,Chrome,iOS,34.158.200.33,Facebook,-40.4103448275862,100.0,35.1620689655172,3.12837108953613,50.0,6.39310344827586,Bournville,315.5654042764496,884.0809681702406,14.84503294141089,Medium,2021-04-17,4,1,9,0,2024-06-26,332.0,0,00:03:00,00:02:00,00:05:00,00:07:00,00:01:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Bournville,Bournville (6 times),Cash on Delivery,Bournville,Neutral,Tablet,Firefox,MacOS,15.222.165.141,Instagram,-37.55,100.0,45.65,2.40963855421686,50.0,8.3,Clorets,289.1586762381974,968.7723973275564,72.03655160699894,Medium,2023-05-05,5,7,9,1,2025-01-31,120.0,0,00:04:00,00:02:00,00:05:00,00:02:00,00:03:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Dairy Milk,Dairy Milk (9 times),PayPal,Dairy Milk,Neutral,Mobile,Safari,Windows,94.164.120.56,Google,-28.9,100.0,77.3666666666666,1.42180094786729,50.0,14.0666666666666,TUC,177.0821947869025,594.0594028043895,34.73323594623972,Medium,2021-05-28,8,3,3,1,2024-08-16,453.0,0,00:04:00,00:01:00,00:01:00,00:04:00,00:01:00,00:06:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Mumbai,TUC,TUC (5 times),PayPal,Snacks,Positive,Tablet,Edge,MacOS,134.248.25.48,Instagram,-40.664,100.0,34.232,3.21336760925449,50.0,6.224, Star,339.648398806406,330.5128251723806,96.8548240448184,Low,2021-03-09,4,1,3,0,2024-11-30,99.0,0,00:04:00,00:02:00,00:01:00,00:01:00,00:00:00,00:01:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Sour Patch,Sour Patch (1 times),PayPal,Sour Patch,Negative,Mobile,Chrome,MacOS,121.58.83.223,Instagram,-38.9375,100.0,40.5625,2.71186440677966,50.0,7.375,Halls,279.2615164041215,889.1437905487744,64.49489533770989,Low,2023-04-02,4,4,6,1,2024-08-02,144.0,0,00:05:00,00:02:00,00:01:00,00:04:00,00:01:00,00:04:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Mumbai,Tang,Tang (10 times),Cash on Delivery,Tang,Positive,Tablet,Edge,iOS,81.232.216.58,Facebook,62.35,100.0,411.95,0.267022696929238,50.0,74.9,Stride,154.6456976495377,989.3556093054522,68.06458283876388,Medium,2022-10-26,7,9,1,1,2024-10-11,328.0,0,00:04:00,00:01:00,00:04:00,00:06:00,00:00:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Sour Patch,Sour Patch (3 times),PayPal,Sour Patch,Neutral,Desktop,Edge,iOS,104.238.145.16,Google,-47.2941176470588,100.0,9.92156862745097,11.0869565217391,50.0,1.80392156862745,Oreo,452.9201685438435,767.6915335724595,27.7140605431,Medium,2021-05-10,6,6,5,0,2025-01-14,446.0,0,00:05:00,00:01:00,00:02:00,00:02:00,00:01:00,00:05:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Clorets,Clorets (10 times),Cash on Delivery,Clorets,Negative,Mobile,Safari,Android,18.216.120.97,Instagram,-5.21428571428571,100.0,164.214285714285,0.669856459330143,50.0,29.8571428571428,TUC,477.5206072711809,400.334026203772,21.59945979495848,High,2023-07-21,1,6,9,0,2024-10-11,386.0,0,00:05:00,00:01:00,00:01:00,00:02:00,00:00:00,00:03:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Stride,Stride (1 times),UPI,Snacks,Neutral,Mobile,Firefox,MacOS,235.223.151.47,Facebook,-22.55,100.0,100.65,1.09289617486338,50.0,18.3,Oreo,74.91769487679898,312.4182638552493,57.28676483047018,Low,2022-05-28,9,7,9,2,2024-12-05,181.0,0,00:03:00,00:01:00,00:05:00,00:01:00,00:00:00,00:01:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Halls,Halls (8 times),PayPal,Snacks,Negative,Desktop,Firefox,iOS,48.194.33.217,Facebook,-33.9137931034482,100.0,58.9827586206896,1.86495176848874,50.0,10.7241379310344,Oreo,330.056940560276,240.9571296726036,93.3004991090348,High,2022-02-03,5,1,8,2,2024-11-23,447.0,0,00:01:00,00:02:00,00:05:00,00:02:00,00:00:00,00:02:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Mumbai,Halls,Halls (8 times),UPI,Snacks,Negative,Desktop,Edge,Android,92.158.234.228,Instagram,-11.4,100.0,141.533333333333,0.77720207253886,50.0,25.7333333333333,Tang,236.770560610338,311.4451409545871,15.01706030572064,Medium,2023-07-24,2,5,6,0,2024-06-12,325.0,0,00:05:00,00:01:00,00:05:00,00:05:00,00:03:00,00:07:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,Schweppes,Schweppes (7 times),PayPal,Schweppes,Neutral,Tablet,Safari,Android,20.196.146.174,Google,-22.355,100.0,101.365,1.0851871947911,50.0,18.43,Stride,286.6794396312309,304.6147955468045,55.73545412939157,Medium,2021-08-23,5,4,9,3,2024-08-10,429.0,0,00:02:00,00:02:00,00:05:00,00:02:00,00:01:00,00:03:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Trident,Trident (9 times),UPI,Trident,Positive,Mobile,Edge,MacOS,254.88.69.212,Instagram,76.7999999999999,100.0,464.933333333333,0.236593059936908,50.0,84.5333333333333,Stride,218.2233765987404,970.67698079386,27.88396298284245,Medium,2021-09-05,8,4,3,1,2024-08-28,62.0,0,00:04:00,00:02:00,00:03:00,00:04:00,00:01:00,00:06:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Sydney,BelVita,BelVita (9 times),Credit Card,BelVita,Negative,Mobile,Firefox,iOS,71.204.239.78,Facebook,-43.1348837209302,100.0,25.1720930232558,4.36991869918699,50.0,4.57674418604651,Schweppes,263.4613176145782,678.9145558404213,80.37856771381708,High,2022-07-09,6,7,9,2,2025-01-18,52.0,0,00:02:00,00:01:00,00:04:00,00:04:00,00:01:00,00:05:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Schweppes,Schweppes (1 times),Cash on Delivery,Schweppes,Positive,Desktop,Edge,Windows,45.202.77.171,EmailCampaign,-40.1230769230769,100.0,36.2153846153846,3.03738317757009,50.0,6.58461538461538,Tang,195.5452702143435,250.2779235352585,71.375387525537,Low,2021-05-08,8,2,8,1,2024-12-24,273.0,0,00:04:00,00:01:00,00:02:00,00:07:00,00:00:00,00:08:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,BelVita,BelVita (4 times),PayPal,Snacks,Neutral,Mobile,Safari,Windows,97.36.208.57,Facebook,-46.9538461538461,100.0,11.1692307692307,9.84848484848485,50.0,2.03076923076923,Dentyne,102.9214750531101,539.2371334603306,18.74858512939869,Low,2021-02-03,5,5,1,4,2024-08-03,224.0,0,00:03:00,00:02:00,00:02:00,00:04:00,00:01:00,00:05:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Halls,Halls (10 times),Cash on Delivery,Halls,Negative,Desktop,Safari,iOS,134.246.227.202,Instagram,-47.3061224489795,100.0,9.87755102040816,11.1363636363636,50.0,1.79591836734693, Star,185.9146864809561,266.1722346458981,65.47034856616385,High,2021-10-30,4,7,9,0,2025-01-23,436.0,0,00:05:00,00:02:00,00:01:00,00:07:00,00:01:00,00:07:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
NewYork,Dentyne,Dentyne (4 times),UPI,Snacks,Neutral,Desktop,Firefox,Windows,159.225.205.166,Direct,-49.28125,100.0,2.63541666666666,41.7391304347826,50.0,0.479166666666666,Tang,351.6495186496071,645.4151210232978,98.52401297015228,Low,2022-04-11,3,3,8,3,2025-01-16,434.0,0,00:01:00,00:01:00,00:03:00,00:04:00,00:00:00,00:07:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
London,Oreo,Oreo (1 times),PayPal,Oreo,Neutral,Desktop,Chrome,iOS,70.175.104.53,Direct,20.7571428571428,100.0,259.442857142857,0.423985463355542,50.0,47.1714285714285, Star,72.67168513939276,407.2655837774973,57.5325213445232,High,2023-07-29,2,2,8,4,2024-10-18,139.0,0,00:05:00,00:01:00,00:02:00,00:05:00,00:02:00,00:07:00,Yes,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Sour Patch,Sour Patch (9 times),UPI,Sour Patch,Neutral,Mobile,Firefox,MacOS,36.106.71.141,Instagram,-8.21428571428571,100.0,153.214285714285,0.717948717948718,50.0,27.8571428571428,Mirinda,222.2295737602593,276.0334039599302,35.69039907457584,High,2021-03-26,9,1,6,4,2025-01-09,457.0,0,00:04:00,00:01:00,00:04:00,00:07:00,00:00:00,00:10:00,No,Credit card expired,Own Website Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
